"RunTime","ExecutableName"
"2026-08-22 11:46:27","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE"
"2026-08-22 11:49:06","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\CONHOST.EXE"
"2026-08-22 11:50:14","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\DLLHOST.EXE"
"2026-08-22 11:46:47","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\EXPLORER.EXE"
"2026-08-22 11:46:47","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\EXPLORER.EXE"
"2026-08-22 11:46:48","\VOLUME{01dd13b23dcb8909-043dd6e4}\USERS\DFANALYST\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\26.145.0728.0011\FILECOAUTH.EXE"
"2026-08-22 11:49:06","\VOLUME{01dd32279061bdfa-b0920497}\PORTABLE\HELLOWORLD.EXE"
"2026-08-22 11:47:12","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\WINSXS\AMD64_MICROSOFT-WINDOWS-UPDATE-UUS-CORE-UX_31BF3856AD364E35_10.0.26100.8521_NONE_8F1E6EEBAC5FC42B\MONOTIFICATIONUX.EXE"
"2026-08-22 11:47:09","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\WINSXS\AMD64_MICROSOFT-WINDOWS-UPDATE-UUS-CORE-UX_31BF3856AD364E35_10.0.26100.8521_NONE_8F1E6EEBAC5FC42B\MONOTIFICATIONUX.EXE"
"2026-08-22 11:47:03","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\UUS\AMD64\MOUSOCOREWORKER.EXE"
"2026-08-22 11:49:07","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSTERMINAL_1.24.11911.0_X64__8WEKYB3D8BBWE\OPENCONSOLE.EXE"
"2026-08-22 11:50:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\RUNDLL32.EXE"
"2026-08-22 11:46:48","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\RUNDLL32.EXE"
"2026-08-22 11:47:04","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE"
"2026-08-22 11:47:12","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SECURITYHEALTH\SECURITYHEALTHSETUP.EXE"
"2026-08-22 11:47:09","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SPPSVC.EXE"
"2026-08-22 11:49:50","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:47:23","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:47:03","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:47:12","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:47:25","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:48:09","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:48:09","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-22 11:47:09","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\TASKHOSTW.EXE"
"2026-08-22 11:47:10","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\WINSXS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.26100.8648_NONE_A50EF8E3775E8E5E\TIWORKER.EXE"
"2026-08-22 11:47:10","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SERVICING\TRUSTEDINSTALLER.EXE"
"2026-08-22 11:49:50","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\WERMGR.EXE"
"2026-08-22 11:49:07","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSTERMINAL_1.24.11911.0_X64__8WEKYB3D8BBWE\WINDOWSTERMINAL.EXE"
"2026-08-22 11:47:25","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE"
"2026-08-22 11:45:40","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\WUDFHOST.EXE"
