"RunTime","ExecutableName"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\CONHOST.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\CONHOST.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\DLLHOST.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.26070.9-0\MPCMDRUN.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.26070.9-0\MPCMDRUN.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.26070.9-0\MPCMDRUN.EXE"
"2026-08-18 08:32:18","\VOLUME{01dd13b23dcb8909-043dd6e4}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.26070.9-0\MPCMDRUN.EXE"
"2026-08-18 08:29:01","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\RUNDLL32.EXE"
"2026-08-18 08:32:31","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SECURITYHEALTH\10.0.29554.1001-0\SECURITYHEALTHHOST.EXE"
"2026-08-18 08:32:27","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SPPSVC.EXE"
"2026-08-18 08:29:24","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SPPSVC.EXE"
"2026-08-18 08:32:31","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\SVCHOST.EXE"
"2026-08-18 08:32:31","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SYSTEM32\TASKHOSTW.EXE"
"2026-08-18 08:32:27","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\WINSXS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.26100.8648_NONE_A50EF8E3775E8E5E\TIWORKER.EXE"
"2026-08-18 08:32:27","\VOLUME{01dd13b23dcb8909-043dd6e4}\WINDOWS\SERVICING\TRUSTEDINSTALLER.EXE"
