RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
4,4,2026-08-22 21:00:28.8339234,1003,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,860,976,disstestbedvm,0,S-1-5-18,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFDriverManagerHostCreateStart"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""HostGuid"":""{193a1820-d9ac-4997-8c55-be817523f6aa}"",""DeviceInstanceId"":""SWD.WPDBUSENUM._??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}""}}}"
5,5,2026-08-22 21:00:28.8529501,2000,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,12120,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostStartupBegin"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea""}}}"
6,6,2026-08-22 21:00:28.8566248,2001,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,12120,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostStartupEnd"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""FinalStatus"":""0""}}}"
7,7,2026-08-22 21:00:28.8656473,1004,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,860,976,disstestbedvm,0,S-1-5-18,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFDriverManagerHostCreateEnd"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""FinalStatus"":""0""}}}"
8,8,2026-08-22 21:00:28.8721248,2003,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostDeviceArrivalBegin"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}""}}}"
9,9,2026-08-22 21:00:28.8724211,2010,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostDeviceArrivalEnd"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""FinalStatus"":""0""}}}"
10,10,2026-08-22 21:00:28.8724409,2004,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostAddDeviceBegin"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""Level"":""0"",""Service"":""WpdFs"",""DriverClsid"":""112de495-ac4c-46f8-b663-6a4266c53313""}}}"
11,11,2026-08-22 21:00:28.9105523,2005,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostModuleLoad"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""NULL"",""ModulePath"":""C:\\Windows\\System32\\WUDFx.dll"",""CompanyName"":""Microsoft Corporation"",""FileDescription"":""WDF:UMDF Framework Library"",""FileVersion"":""10.0.26100.8521 (WinBuild.160101.0800)""}}}"
12,12,2026-08-22 21:00:28.9106335,2005,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostModuleLoad"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""ModulePath"":""c:\\windows\\system32\\drivers\\umdf\\wpdfs.dll"",""CompanyName"":""Microsoft Corporation"",""FileDescription"":""Windows Portable Device File System Driver"",""FileVersion"":""10.0.26100.5074 (WinBuild.160101.0800)""}}}"
13,13,2026-08-22 21:00:28.9109332,2005,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,5288,4616,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_3\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostModuleLoad"":{""LifetimeId"":""50e9294b-f2ab-4fb5-b618-efaf4ae2c1ea"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""ModulePath"":""C:\\WINDOWS\\System32\\USER32.dll"",""CompanyName"":""Microsoft Corporation"",""FileDescription"":""Multi-User Windows USER API Client DLL"",""FileVersion"":""10.0.26100.8117 (WinBuild.160101.0800)""}}}"
