"Algorithm","Hash","Path","SizeBytes"
"SHA256","C68D38095DFB2E9B530815D247EDE642914F29DF5DFAB33C109F9DBDAD4F4147","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_BASE.EXE-3F70DC95.pf","2302"
"SHA256","D0F474BBBAAF93D94B0C47B73916FCFE691859FB31CD03B2149411BDD10F6488","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_BASE_PATCH1.EXE-B2ACC39D.pf","2241"
"SHA256","C893CEB2F149D7C3E5EB46C1417AB1670F1504E2E9E1F7A79B155B688688A4AA","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_DELTA.EXE-78CA83B0.pf","2834"
"SHA256","32AF82BCEBE88153759C8B1B5E27929FDA11AC173245F4C514CDCC71FB879F26","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_ENGINE.EXE-F1C956E4.pf","2989"
"SHA256","BA9F3EA88E9CC5C678AB17933F671D2656B9538DDF5026210EB97AA9CC7DB1DA","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_ENGINE_PATCH_1.1.26060.300-49F3FAFB.pf","2525"
"SHA256","CADFF6F2E73BB2D80C8E5EE9F01A2BF347690CED480AE4D447600668B72CE906","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AM_ENGINE_PATCH_1.1.26070.7.E-887082EC.pf","2566"
"SHA256","2C09878E9008BBE62372DE03E8BBEC1E12894EF2CA85CF2B4ED8B475BA817786","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\APPACTIONS.EXE-D77D7F4C.pf","29797"
"SHA256","0A0E41E6331D399F83DBCE8BEF4F8631C8D0F20C54B346A363D2288CF2DD8A1E","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\APPLICATIONFRAMEHOST.EXE-8CE9A1EE.pf","31448"
"SHA256","B7D8FF8CC3491CE5EA70133553B2A24E819B99C622FBB8C310DC1E973E0121C9","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AUDIODG.EXE-AB22E9A6.pf","6304"
"SHA256","4268FFD7E49AA9823E6D91439EDF6A112921917F90A77EC671BDB6072EBA9EBC","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\AUDITPOL.EXE-2D4A3037.pf","2354"
"SHA256","98D6E3DCA5D273879B55941300C2EDA14CDA86A70A1FF17B4F1546E6E5998E31","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-4589797A.pf","9344"
"SHA256","969DECADC438662ACFAB55837A022DDF4884E7A96C8CE621050212ACA96B8495","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-51333CCD.pf","25752"
"SHA256","19D450AE0CE359832904E72EFF51B10F6AEE05EB63CB27340D59FC02E55DC09B","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-652FD708.pf","9783"
"SHA256","48190EE5589132C7BF02F170EAE84085B21CCB45217E17BF3FB00C58898AD410","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-7807DBFD.pf","9764"
"SHA256","89CF486143E1E1A502584502D47EACC3525C25AB99040D3293F859C2D38331A6","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-94B29EA3.pf","34393"
"SHA256","15A9556B380F1BA3F3FB483EC19A8B641B0089570C3FDAE85F89600A8658D543","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-CAD1DF16.pf","13642"
"SHA256","FB83B4EE74380F5F97B5FCD772311241E872C4C0E1D3849E1B0E05FB2C1E43F4","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-D416BD78.pf","20982"
"SHA256","8799B92DC89528E795992264D3A10B131DD6EEE5F490B9E075C32B778A86FE65","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTASKHOST.EXE-E093C3F5.pf","8124"
"SHA256","ACE271DE1E79516F4D174682B4259D11AA9BD38B8A1D5CEC61E4FA2F05B995BE","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTRANSFERHOST.EXE-2B373A4D.pf","15189"
"SHA256","240888B95D68764FD6CEB99105284308623CA8F72045AC62BDB0267D59473292","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTRANSFERHOST.EXE-6A9B5922.pf","10417"
"SHA256","1AB57243A74685252C671F1A96935B21372B92C949D0962119A314A2F6C8BBB1","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BACKGROUNDTRANSFERHOST.EXE-E7B7D877.pf","17949"
"SHA256","FFA92915139277031C245DC5AFD0B42B6DA9438EA4DE0B5EE6A3C4A3A26AC18E","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\BDEUISRV.EXE-7BC33651.pf","7289"
"SHA256","248EAD3FFD791ACDFFD3F8381B54EC5E5840CB8F7FD78B5EB702729A19D7B330","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\CMD.EXE-0BD30981.pf","5230"
"SHA256","2F43508EFCA0C29A8398A99085762BF06D21198FB3118A5ADE9C659B05E3C6E2","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\COMPATTELRUNNER.EXE-B7A68ECC.pf","48929"
"SHA256","1B0CC1A5A78A957C4405286C2C25C1922FA756FF3EFDC03D53EBFCD0D21ACDB6","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\CONHOST.EXE-0C6456FB.pf","13501"
"SHA256","10F7472A657D1F74E7CEEFCE65C7F264EA43C5D26E3DA657B4F4E122F9493DF0","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\CONSENT.EXE-40419367.pf","77638"
"SHA256","9565EE3391BADBAD74ECEEEE0A419A715DD6CC4BD734B50E445599C93408F3BD","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\CSRSS.EXE-F3C368CB.pf","3868"
"SHA256","7ED8EA532046B98B3013D0A28A1CF9261E44F74CC44CB533F836A8977BB19BAB","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\CTFMON.EXE-795F8130.pf","18000"
"SHA256","81489186F0BB824B80C28B8279C364054653CBB67BF25FED2F73DF3C777ACF3A","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DATAEXCHANGEHOST.EXE-8B66795C.pf","18806"
"SHA256","0054DA694FDEA1A0EE83A1A36BF912F21E8801422C7F414A6C4734E8D22A6F85","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DEFENDERSESSIONHELPER.EXE-95239A6A.pf","2861"
"SHA256","5994E3B572E50AC911FCA909FDBF494977F1456D49429BA48221F408C73CFCD7","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DEFRAG.EXE-3D9E8D72.pf","5659"
"SHA256","3BE81FD80E0DF0E48B487F5681D61A4BC653D732A93714392F228553171043A2","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DIRECTXDATABASEUPDATER.EXE-7B8AED66.pf","8591"
"SHA256","3153D45F73B296EA08617E19A12D7E48711A1EFD59F1F2BB538741C93D2C275E","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DISMHOST.EXE-89B7E4B6.pf","39912"
"SHA256","703305B577B725E75DD2AF3AD5368506B77739565ABFAB7F5349C633F6716EDE","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DISMHOST.EXE-9ED88D89.pf","6090"
"SHA256","E5004BEF2C203C998E485616B11202803691FD8D51A4CEEBEA18C154D6F268B3","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-074772BA.pf","9362"
"SHA256","4F5A8A00AEE3FAB3678FE548533F2C9FAC9B2BFE1BF628CF1F82B71044C9AEB7","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-16537BE1.pf","12474"
"SHA256","209396F052599F0EDD177F9EE29CFD25DDF83CF2AF335982A004749032BE3645","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-1A12D5C8.pf","6961"
"SHA256","198623DFA01B8FC8F1D46D5763E7DA6F8A03B60FB53264E83087F31F09DC196A","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-1BAE06BB.pf","3874"
"SHA256","0912AEA5B8A234126871332174952826B93433E247206D4626AF864A88555CF1","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-47BE07DC.pf","7630"
"SHA256","0242AFE8266AF4EC89B214D8C4786E2DC1EC919E2A057BCF9E222DA32BB47CC2","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-6F625E57.pf","5829"
"SHA256","22B9870C6A2D4082463A650C95AEDB27080370E6913D4A3B50AF92266AC929EE","D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_10\artefacts\prefetch\DLLHOST.EXE-742E0212.pf","13503"
