RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
1084,1084,2026-08-22 20:36:15.9577226,1001,Info,Windows Error Reporting,Application,7776,1976,disstestbedvm,20,S-1-5-18,Application Crash,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Application.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Bucket""},{""@Name"":""BucketType"",""#text"":""0""},{""@Name"":""EventName"",""#text"":""LiveKernelEvent""},{""@Name"":""Response"",""#text"":""Not available""},{""@Name"":""CabId"",""#text"":""0""},{""@Name"":""P1"",""#text"":""1a8""},{""@Name"":""P2"",""#text"":""a""},{""@Name"":""P3"",""#text"":""0""},{""@Name"":""P4"",""#text"":""0""},{""@Name"":""P5"",""#text"":""0""},{""@Name"":""P6"",""#text"":""10_0_26200""},{""@Name"":""P7"",""#text"":""0_0""},{""@Name"":""P8"",""#text"":""256_1""},{""@Name"":""P9""},{""@Name"":""P10""},{""@Name"":""AttachedFiles"",""#text"":"", \\\\?\\C:\\WINDOWS\\LiveKernelReports\\WATCHDOG\\WATCHDOG-20260714-1100.dmp, \\\\?\\C:\\WINDOWS\\SystemTemp\\WER-134484-0.sysdata.xml, \\\\?\\C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER.ef2d1131-73d3-4f17-8425-3a907ce3ce63.tmp.WERInternalMetadata.xml, \\\\?\\C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER.63671d43-3ed9-442c-8d41-9b258c20954d.tmp.csv, \\\\?\\C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER.995c5383-c12b-489f-81dd-9ec237b27e89.tmp.txt, \\\\?\\C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER.3fbd675b-2f99-4220-94f6-31b882945912.tmp.xml""},{""@Name"":""StorePath"",""#text"":""\\\\?\\C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\Kernel_1a8_9d28cacebfd2e58c9d4bbe18d96b857e6f8d615_00000000_c8eef376-26c2-4fb0-b3fc-1c1383ba5f00""},{""@Name"":""AnalysisSymbol""},{""@Name"":""Rechecking"",""#text"":""0""},{""@Name"":""ReportId"",""#text"":""c8eef376-26c2-4fb0-b3fc-1c1383ba5f00""},{""@Name"":""ReportStatus"",""#text"":""2049""},{""@Name"":""HashedBucket""},{""@Name"":""CabGuid"",""#text"":""0""}]}}"
1085,1085,2026-08-22 20:36:17.8734512,16394,Info,Microsoft-Windows-Security-SPP,Application,1876,0,disstestbedvm,20,,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
4,4,2026-08-22 20:33:50.0490118,1003,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,872,988,disstestbedvm,0,S-1-5-18,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFDriverManagerHostCreateStart"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""HostGuid"":""{193a1820-d9ac-4997-8c55-be817523f6aa}"",""DeviceInstanceId"":""SWD.WPDBUSENUM._??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}""}}}"
5,5,2026-08-22 20:33:50.0668312,2000,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,9504,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostStartupBegin"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7""}}}"
6,6,2026-08-22 20:33:50.0697343,2001,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,9504,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostStartupEnd"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""FinalStatus"":""0""}}}"
7,7,2026-08-22 20:33:50.0840581,1004,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,872,988,disstestbedvm,0,S-1-5-18,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFDriverManagerHostCreateEnd"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""FinalStatus"":""0""}}}"
8,8,2026-08-22 20:33:50.0903377,2003,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,6592,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostDeviceArrivalBegin"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}""}}}"
9,9,2026-08-22 20:33:50.0906472,2010,Info,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,6592,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostDeviceArrivalEnd"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""FinalStatus"":""0""}}}"
10,10,2026-08-22 20:33:50.0906664,2004,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,6592,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostAddDeviceBegin"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""InstanceId"":""SWD\\WPDBUSENUM\\_??_USBSTOR#DISK&amp;VEN_GENERAL&amp;PROD_UDISK&amp;REV_5.00#7&amp;372D5A41&amp;0&amp;_&amp;0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}"",""Level"":""0"",""Service"":""WpdFs"",""DriverClsid"":""112de495-ac4c-46f8-b663-6a4266c53313""}}}"
11,11,2026-08-22 20:33:50.1360094,2005,Verbose,Microsoft-Windows-DriverFrameworks-UserMode,Microsoft-Windows-DriverFrameworks-UserMode/Operational,1144,6592,disstestbedvm,0,S-1-5-19,,,,,,,,,,,False,D:\UOW\SEM3\msc-diss-7csef001w\scenarios\scenario_4\run_2\artefacts\event_logs\Microsoft-Windows-DriverFrameworks-UserMode%4Operational.evtx,Classic,0,"{""UserData"":{""UMDFHostModuleLoad"":{""LifetimeId"":""e8851c34-d3e5-40ec-8757-deb6fa9fbcc7"",""InstanceId"":""NULL"",""ModulePath"":""C:\\Windows\\System32\\WUDFx.dll"",""CompanyName"":""Microsoft Corporation"",""FileDescription"":""WDF:UMDF Framework Library"",""FileVersion"":""10.0.26100.8521 (WinBuild.160101.0800)""}}}"
